latitude,longitude,elevation,distance
-22.122415,133.41768,552,1303.079
-22.123237,133.417503,551.8,1303.173
-22.124058,133.417327,550.6,1303.266
-22.12488,133.41715,550.6,1303.359
-22.125643,133.416987,550.5,1303.446
-22.126407,133.416823,551,1303.532
-22.12717,133.41666,551.1,1303.619
-22.12781,133.41652,550.9,1303.692
-22.12845,133.41638,551,1303.764
-22.12917,133.41623,551.4,1303.846
-22.12952,133.41616,551.8,1303.886
-22.12999,133.41605,552.1,1303.939
-22.13015,133.41602,551.9,1303.957
-22.13041,133.41598,551.4,1303.986
-22.13071,133.41596,551.2,1304.02
-22.13098,133.41594,551.1,1304.05
-22.13122,133.41594,551.1,1304.077
-22.13136,133.41595,551.2,1304.092
-22.13174,133.41599,551.3,1304.135
-22.13214,133.41604,551.3,1304.18
-22.13277,133.4162,551.4,1304.252
-22.13334,133.41642,551.7,1304.319
-22.13394,133.41673,551.3,1304.393
-22.13447,133.41709,551.1,1304.463
-22.1346,133.41719,551,1304.481
-22.1352,133.41775,551.7,1304.569
-22.13579,133.41844,552.6,1304.666
-22.1361,133.418805,552.8,1304.717
-22.13641,133.41917,553,1304.768
-22.136951,133.419796,552.9,1304.856
-22.137492,133.420422,552.2,1304.945
-22.138034,133.421049,552.6,1305.033
-22.138575,133.421675,553.6,1305.121
-22.139116,133.422301,554,1305.209
-22.139658,133.422928,554.2,1305.298
-22.140199,133.423554,553.7,1305.386
-22.14074,133.42418,552.8,1305.474
-22.141257,133.42477,554.5,1305.558
-22.141775,133.42536,554.5,1305.642
-22.142292,133.42595,554.4,1305.726
-22.14281,133.42654,554.4,1305.81
-22.14321,133.42698,554.3,1305.873
-22.14374,133.42751,554.2,1305.954
-22.14416,133.42788,554.9,1306.014
-22.14458,133.42825,554.6,1306.074
-22.145,133.428585,554,1306.132
-22.14542,133.42892,554,1306.19
-22.14615,133.42943,554.9,1306.287
-22.146605,133.429725,555.4,1306.346
-22.14706,133.43002,556,1306.405
-22.14753,133.43028,556,1306.464
-22.148,133.43054,555.3,1306.523
-22.14878,133.43089,555.1,1306.617
-22.14927,133.43109,555.9,1306.675
-22.14976,133.43129,555.6,1306.734
-22.15055,133.43156,556,1306.826
-22.15138,133.4318,555.7,1306.922
-22.15221,133.432,555.6,1307.016
-22.15305,133.43216,557.5,1307.111
-22.15391,133.43227,557.4,1307.208
-22.15478,133.43234,558,1307.305
-22.155325,133.43235,558,1307.365
-22.15587,133.43236,558,1307.426
-22.156425,133.43234,557.5,1307.488
-22.15698,133.43232,557.6,1307.55
-22.157859,133.432235,558.8,1307.648
-22.158737,133.432149,559,1307.746
-22.159616,133.432064,558.1,1307.844
-22.160495,133.431979,559.4,1307.943
-22.161373,133.431893,560.2,1308.041
-22.162252,133.431808,561.2,1308.139
-22.163131,133.431723,560.6,1308.237
-22.164009,133.431637,559.3,1308.335
-22.164888,133.431552,560.7,1308.434
-22.165767,133.431467,561.3,1308.532
-22.166645,133.431381,560.2,1308.63
-22.167524,133.431296,562.5,1308.728
-22.168403,133.431211,563.3,1308.826
-22.169281,133.431125,563.7,1308.925
-22.17016,133.43104,563.4,1309.023
-22.17104,133.430958,562.9,1309.121
-22.171919,133.430875,562,1309.219
-22.172799,133.430793,562.6,1309.318
-22.173679,133.43071,563.9,1309.416
-22.174559,133.430628,563,1309.514
-22.175438,133.430545,563.3,1309.613
-22.176318,133.430463,564,1309.711
-22.177198,133.430381,564,1309.809
-22.178078,133.430298,564.2,1309.907
-22.178957,133.430216,564.8,1310.006
-22.179837,133.430133,563.5,1310.104
-22.180717,133.430051,564,1310.202
-22.181596,133.429968,564,1310.301
-22.182476,133.429886,564.2,1310.399
-22.183356,133.429804,564.9,1310.497
-22.184236,133.429721,565,1310.596
-22.185115,133.429639,565.4,1310.694
-22.185995,133.429556,565.9,1310.792
-22.186875,133.429474,566,1310.89
-22.187755,133.429391,566.7,1310.989
-22.188634,133.429309,566,1311.087
-22.189514,133.429226,565.5,1311.185
-22.190394,133.429144,565.3,1311.284
-22.191274,133.429062,565.2,1311.382
-22.192153,133.428979,566.3,1311.48
-22.193033,133.428897,566.9,1311.579
-22.193913,133.428814,565.8,1311.677
-22.194792,133.428732,565.8,1311.775
-22.195672,133.428649,566.4,1311.873
-22.196552,133.428567,568.4,1311.972
-22.197432,133.428485,568.4,1312.07
-22.198311,133.428402,568.4,1312.168
-22.199191,133.42832,566.3,1312.267
-22.200071,133.428237,568.8,1312.365
-22.200951,133.428155,568.2,1312.463
-22.20183,133.428072,567.5,1312.562
-22.20271,133.42799,567,1312.66
-22.20356,133.4279,566.7,1312.755
-22.204288,133.427834,567.3,1312.836
-22.205016,133.427768,568.5,1312.918
-22.205744,133.427702,569.2,1312.999
-22.206472,133.427636,569,1313.08
-22.2072,133.42757,569.6,1313.162
-22.20781,133.4275,569.9,1313.23
-22.208593,133.42743,569.9,1313.317
-22.209377,133.42736,570,1313.405
-22.21016,133.42729,570.4,1313.492
-22.210943,133.42722,569.6,1313.58
-22.211727,133.42715,570.5,1313.667
-22.21251,133.42708,570,1313.755
-22.213293,133.42702,570.4,1313.842
-22.214077,133.42696,571.5,1313.93
-22.21486,133.4269,571.3,1314.017
-22.215643,133.42684,571.9,1314.105
-22.216427,133.42678,572,1314.192
-22.21721,133.42672,571.9,1314.279
-22.218091,133.426653,571.6,1314.378
-22.218973,133.426586,572.4,1314.476
-22.219854,133.426519,573,1314.574
-22.220736,133.426451,574.1,1314.673
-22.221617,133.426384,573.8,1314.771
-22.222499,133.426317,573.3,1314.87
-22.22338,133.42625,574,1314.968
-22.224195,133.42619,574,1315.059
-22.22501,133.42613,574.1,1315.15
-22.225825,133.42607,574.8,1315.241
-22.22664,133.42601,575.9,1315.332
-22.227505,133.425945,575.1,1315.428
-22.22837,133.42588,575.7,1315.525
-22.229235,133.425815,575.3,1315.621
-22.2301,133.42575,573.8,1315.718
-22.230965,133.425685,574,1315.814
-22.23183,133.42562,574.4,1315.911
-22.232695,133.425555,575,1316.007
-22.23356,133.42549,575,1316.104
-22.234425,133.425425,575.2,1316.2
-22.23529,133.42536,574.9,1316.297
-22.236155,133.425295,573.2,1316.393
-22.23702,133.42523,573,1316.49
-22.237885,133.425165,572.8,1316.586
-22.23875,133.4251,573.5,1316.683
-22.239615,133.425035,573.8,1316.78
-22.24048,133.42497,575.8,1316.876
-22.241345,133.424905,575.7,1316.973
-22.24221,133.42484,575,1317.069
-22.243075,133.424775,575.8,1317.166
-22.24394,133.42471,576.9,1317.262
-22.244805,133.424645,577.9,1317.359
-22.24567,133.42458,578.9,1317.455
-22.24637,133.42452,577.5,1317.533
-22.247241,133.424455,576,1317.631
-22.248112,133.424389,576.3,1317.728
-22.248983,133.424324,576.6,1317.825
-22.249854,133.424259,577,1317.922
-22.250725,133.424193,577.9,1318.019
-22.251596,133.424128,577.3,1318.117
-22.252467,133.424062,577.9,1318.214
-22.253339,133.423997,577.3,1318.311
-22.25421,133.423932,578,1318.408
-22.255081,133.423866,577.3,1318.505
-22.255952,133.423801,578,1318.603
-22.256823,133.423736,578,1318.7
-22.257694,133.42367,577.4,1318.797
-22.258565,133.423605,578.4,1318.894
-22.259436,133.42354,579.6,1318.991
-22.260307,133.423474,580,1319.089
-22.261178,133.423409,578.8,1319.186
-22.262049,133.423344,578.2,1319.283
-22.26292,133.423278,578.3,1319.38
-22.263791,133.423213,579.6,1319.477
-22.264663,133.423148,580.1,1319.575
-22.265534,133.423082,580.8,1319.672
-22.266405,133.423017,581,1319.769
-22.267276,133.422951,581,1319.866
-22.268147,133.422886,581,1319.963
-22.269018,133.422821,580.4,1320.061
-22.269889,133.422755,579.1,1320.158
-22.27076,133.42269,580.1,1320.255
-22.27162,133.42258,580,1320.351
-22.2721,133.42253,580.1,1320.405
-22.27277,133.42239,581.1,1320.481
-22.27343,133.42224,582.8,1320.556
-22.27407,133.42207,583,1320.629
-22.27469,133.42187,582.4,1320.701
-22.27535,133.42164,582.7,1320.779
-22.27614,133.421327,583,1320.872
-22.27693,133.421013,581.9,1320.966
-22.27772,133.4207,581.3,1321.06
-22.27851,133.420387,581.8,1321.153
-22.2793,133.420073,581.1,1321.247
-22.28009,133.41976,581.3,1321.341
-22.28088,133.419447,581.7,1321.434
-22.28167,133.419133,583.3,1321.528
-22.28246,133.41882,583.6,1321.622
-22.283291,133.418494,583.5,1321.72
-22.284123,133.418167,584.6,1321.819
-22.284954,133.417841,584.9,1321.917
-22.285786,133.417514,584.1,1322.016
-22.286617,133.417188,585.8,1322.114
-22.287449,133.416861,585.3,1322.213
-22.28828,133.416535,585.2,1322.311
-22.289111,133.416209,585.6,1322.41
-22.289943,133.415882,585.1,1322.508
-22.290774,133.415556,586.5,1322.607
-22.291606,133.415229,586.5,1322.705
-22.292437,133.414903,586.9,1322.803
-22.293269,133.414576,587,1322.902
-22.2941,133.41425,585.6,1323
-22.29493,133.413921,585.1,1323.099
-22.295759,133.413593,585.4,1323.197
-22.296589,133.413264,585.2,1323.295
-22.297418,133.412935,586.3,1323.394
-22.298248,133.412607,587.4,1323.492
-22.299077,133.412278,588.4,1323.591
-22.299907,133.41195,587.7,1323.689
-22.300736,133.411621,587.4,1323.787
-22.301566,133.411292,587,1323.886
-22.302395,133.410964,588,1323.984
-22.303225,133.410635,587.6,1324.082
-22.304055,133.410306,587.8,1324.181
-22.304884,133.409978,589.8,1324.279
-22.305714,133.409649,589.1,1324.377
-22.306543,133.40932,589.3,1324.476
-22.307373,133.408992,588.9,1324.574
-22.308202,133.408663,588.1,1324.672
-22.309032,133.408335,588,1324.771
-22.309861,133.408006,589,1324.869
-22.310691,133.407677,589.3,1324.967
-22.31152,133.407349,590.5,1325.066
-22.31235,133.40702,590.3,1325.164
-22.313186,133.406685,588.7,1325.263
-22.314022,133.40635,589.1,1325.363
-22.314858,133.406016,589.1,1325.462
-22.315694,133.405681,590.5,1325.561
-22.31653,133.405346,590.6,1325.66
-22.317367,133.405011,590,1325.76
-22.318203,133.404677,591,1325.859
-22.319039,133.404342,591.1,1325.958
-22.319875,133.404007,590.9,1326.057
-22.320711,133.403672,591.6,1326.157
-22.321547,133.403337,592.9,1326.256
-22.322383,133.403003,592.5,1326.355
-22.323219,133.402668,592,1326.454
-22.324055,133.402333,592,1326.554
-22.324891,133.401998,591.3,1326.653
-22.325727,133.401663,591.6,1326.752
-22.326563,133.401329,591.5,1326.851
-22.3274,133.400994,592.8,1326.951
-22.328236,133.400659,592.9,1327.05
-22.329072,133.400324,593.2,1327.149
-22.329908,133.39999,592.2,1327.248
-22.330744,133.399655,592.7,1327.348
-22.33158,133.39932,593.1,1327.447
-22.332416,133.398985,593,1327.546
-22.333252,133.39865,593.2,1327.645
-22.334088,133.398316,594.4,1327.745
-22.334924,133.397981,594.6,1327.844
-22.33576,133.397646,595.5,1327.943
-22.336597,133.397311,595,1328.042
-22.337433,133.396977,595.6,1328.142
-22.338269,133.396642,595.6,1328.241
-22.339105,133.396307,594.9,1328.34
-22.339941,133.395972,594.1,1328.439
-22.340777,133.395637,595.1,1328.539
-22.341613,133.395303,595.3,1328.638
-22.342449,133.394968,596,1328.737
-22.343285,133.394633,596.8,1328.836
-22.344121,133.394298,597,1328.936
-22.344957,133.393963,597,1329.035
-22.345793,133.393629,597.4,1329.134
-22.34663,133.393294,599.2,1329.233
-22.347466,133.392959,599.6,1329.333
-22.348302,133.392624,599.7,1329.432
-22.349138,133.39229,597.7,1329.531
-22.349974,133.391955,597,1329.63
-22.35081,133.39162,597.4,1329.73
-22.351612,133.391297,597.8,1329.825
-22.352413,133.390973,598,1329.92
-22.353215,133.39065,597.8,1330.015
-22.354017,133.390327,598.2,1330.111
-22.354818,133.390003,598,1330.206
-22.35562,133.38968,598.7,1330.301
-22.356422,133.389357,598.4,1330.396
-22.357223,133.389033,598.3,1330.492
-22.358025,133.38871,599.6,1330.587
-22.358827,133.388387,599,1330.682
-22.359628,133.388063,599.3,1330.777
-22.36043,133.38774,600,1330.873
-22.36094,133.38754,599.8,1330.933
-22.361773,133.387206,599.8,1331.032
-22.362605,133.386871,600,1331.131
-22.363438,133.386537,599.9,1331.23
-22.364271,133.386202,599,1331.329
-22.365103,133.385868,599.9,1331.427
-22.365936,133.385534,601.6,1331.526
-22.366769,133.385199,602,1331.625
-22.367601,133.384865,601.8,1331.724
-22.368434,133.38453,600.7,1331.823
-22.369266,133.384196,600.6,1331.922
-22.370099,133.383861,601.6,1332.021
-22.370932,133.383527,602.2,1332.12
-22.371764,133.383193,602,1332.218
-22.372597,133.382858,601.9,1332.317
-22.37343,133.382524,601.8,1332.416
-22.374262,133.382189,602,1332.515
-22.375095,133.381855,600.4,1332.614
-22.375928,133.381521,600.2,1332.713
-22.37676,133.381186,601.1,1332.812
-22.377593,133.380852,601.1,1332.911
-22.378426,133.380517,603.4,1333.009
-22.379258,133.380183,603.2,1333.108
-22.380091,133.379849,603.7,1333.207
-22.380924,133.379514,604,1333.306
-22.381756,133.37918,604,1333.405
-22.382589,133.378845,604,1333.504
-22.383421,133.378511,604.2,1333.603
-22.384254,133.378176,603.9,1333.702
-22.385087,133.377842,604.8,1333.8
-22.385919,133.377508,605,1333.899
-22.386752,133.377173,604.9,1333.998
-22.387585,133.376839,605.4,1334.097
-22.388417,133.376504,605.2,1334.196
-22.38925,133.37617,606.5,1334.295
-22.390088,133.375834,605.7,1334.394
-22.390927,133.375499,605.7,1334.494
-22.391765,133.375163,605.4,1334.593
-22.392603,133.374827,606,1334.693
-22.393441,133.374492,605.7,1334.792
-22.39428,133.374156,606,1334.892
-22.395118,133.37382,607.3,1334.991
-22.395956,133.373485,607.4,1335.091
-22.396794,133.373149,607.3,1335.19
-22.397633,133.372813,608,1335.29
-22.398471,133.372478,607.7,1335.389
-22.399309,133.372142,607.8,1335.489
-22.400147,133.371807,607.9,1335.588
-22.400986,133.371471,607.3,1335.688
-22.401824,133.371135,608,1335.787
-22.402662,133.3708,608.5,1335.887
-22.4035,133.370464,608.7,1335.986
-22.404339,133.370128,608.9,1336.086
-22.405177,133.369793,609.9,1336.185
-22.406015,133.369457,609.6,1336.285
-22.406853,133.369121,608.8,1336.384
-22.407692,133.368786,609.1,1336.484
-22.40853,133.36845,609,1336.583
-22.40923,133.36817,609.8,1336.667
-22.410037,133.367849,609,1336.762
-22.410845,133.367528,609.8,1336.858
-22.411653,133.367206,609,1336.954
-22.41246,133.366885,609.2,1337.05
-22.413267,133.366564,609.3,1337.145
-22.414075,133.366243,609.2,1337.241
-22.414882,133.365921,610.2,1337.337
-22.41569,133.3656,611,1337.433
-22.416517,133.365269,610.6,1337.531
-22.417345,133.364938,609.4,1337.629
-22.418172,133.364607,610.4,1337.727
-22.419,133.364277,610.2,1337.826
-22.419827,133.363946,609.8,1337.924
-22.420654,133.363615,610.6,1338.022
-22.421482,133.363284,612.3,1338.12
-22.422309,133.362953,612.3,1338.218
-22.423137,133.362622,611.6,1338.317
-22.423964,133.362291,611.1,1338.415
-22.424791,133.36196,611.6,1338.513
-22.425619,133.36163,611.3,1338.611
-22.426446,133.361299,611.9,1338.709
-22.427273,133.360968,612,1338.808
-22.428101,133.360637,612,1338.906
-22.428928,133.360306,612,1339.004
-22.429756,133.359975,611.6,1339.102
-22.430583,133.359644,612.9,1339.2
-22.43141,133.359313,612.6,1339.298
-22.432238,133.358983,613.3,1339.397
-22.433065,133.358652,613.5,1339.495
-22.433893,133.358321,613.6,1339.593
-22.43472,133.35799,613.1,1339.691
-22.435533,133.357667,614.1,1339.788
-22.436347,133.357343,614.7,1339.884
-22.43716,133.35702,613.5,1339.981
-22.437973,133.356697,613.9,1340.077
-22.438787,133.356373,613.5,1340.174
-22.4396,133.35605,614.2,1340.27
-22.440413,133.355727,615.5,1340.366
-22.441227,133.355403,615.5,1340.463
-22.44204,133.35508,616.2,1340.559
-22.442853,133.354757,615.2,1340.656
-22.443667,133.354433,614.9,1340.752
-22.44448,133.35411,614.9,1340.849
-22.445293,133.353787,613.7,1340.945
-22.446107,133.353463,614.9,1341.042
-22.44692,133.35314,615.7,1341.138
-22.44703,133.35309,615.9,1341.151
-22.44718,133.35303,616,1341.169
-22.44789,133.352748,616,1341.253
-22.4486,133.352467,616.1,1341.338
-22.44931,133.352185,616.2,1341.422
-22.45002,133.351903,615.8,1341.506
-22.45073,133.351622,616.2,1341.59
-22.45144,133.35134,617,1341.674
-22.452236,133.351022,617.2,1341.769
-22.453032,133.350704,617.4,1341.863
-22.453828,133.350386,616.7,1341.958
-22.454624,133.350068,617.7,1342.052
-22.45542,133.34975,617.6,1342.147
-22.4557,133.34965,617,1342.179
-22.4564,133.34937,616,1342.263
-22.4571,133.34909,616.4,1342.346
-22.4578,133.34881,616.7,1342.429
-22.458485,133.348538,616.5,1342.51
-22.45917,133.348265,616.8,1342.591
-22.459855,133.347993,617,1342.672
-22.46054,133.34772,617.5,1342.754
-22.461218,133.34745,618,1342.834
-22.461895,133.34718,618,1342.914
-22.462572,133.34691,617.5,1342.995
-22.46325,133.34664,617.4,1343.075
-22.463962,133.346358,618.2,1343.16
-22.464675,133.346075,618.3,1343.244
-22.465388,133.345793,618.7,1343.329
-22.4661,133.34551,619,1343.413
-22.466757,133.345248,618.4,1343.491
-22.467415,133.344985,618.3,1343.569
-22.468072,133.344722,619,1343.647
-22.46873,133.34446,620,1343.725
-22.469482,133.34416,620.3,1343.814
-22.470235,133.34386,620,1343.904
-22.470987,133.34356,620.3,1343.993
-22.47174,133.34326,621,1344.082
-22.472442,133.342983,621.7,1344.165
-22.473145,133.342705,621.4,1344.249
-22.473847,133.342427,621.9,1344.332
-22.47455,133.34215,621,1344.415
-22.475335,133.341838,621,1344.508
-22.47612,133.341525,621.3,1344.601
-22.476905,133.341212,622.4,1344.694
-22.47769,133.3409,624,1344.788
-22.4784,133.340618,623.8,1344.872
-22.47911,133.340335,624,1344.956
-22.47982,133.340052,624.5,1345.04
-22.48053,133.33977,623.5,1345.124
-22.48136,133.339442,625.1,1345.223
-22.48219,133.339114,625,1345.321
-22.48302,133.338786,625.8,1345.42
-22.48385,133.338458,626.8,1345.518
-22.48468,133.33813,627.4,1345.616
-22.48537,133.337854,627.7,1345.698
-22.48606,133.337578,627.3,1345.78
-22.48675,133.337302,627,1345.862
-22.48744,133.337026,628.3,1345.944
-22.48813,133.33675,628.3,1346.026
-22.48887,133.33646,628,1346.113
-22.48961,133.33617,628,1346.201
-22.49035,133.33588,628.5,1346.289
-22.49113,133.33557,629.1,1346.381
-22.49191,133.33526,630.2,1346.474
-22.49269,133.33495,629.9,1346.566
-22.49331,133.334707,630.1,1346.639
-22.49393,133.334463,630.6,1346.713
-22.49455,133.33422,630.9,1346.786
-22.49492,133.33408,630.7,1346.83
-22.49538,133.33392,630.9,1346.884
-22.496,133.33373,631,1346.955
-22.49679,133.33352,631.6,1347.046
-22.49742,133.33338,633,1347.118
-22.49796,133.3333,633.3,1347.178
-22.49835,133.33324,633.4,1347.222
-22.498977,133.333167,634,1347.292
-22.499603,133.333093,634.9,1347.362
-22.50023,133.33302,635.5,1347.433
-22.5009,133.33294,635.8,1347.508
-22.50157,133.33286,635.7,1347.583
-22.50209,133.3328,635,1347.641
-22.50249,133.33276,634.4,1347.686
-22.503371,133.33266,634.2,1347.784
-22.504253,133.33256,634.5,1347.883
-22.505134,133.33246,635.2,1347.982
-22.506015,133.33236,634.6,1348.08
-22.506897,133.33226,634,1348.179
-22.507778,133.33216,634.3,1348.277
-22.508659,133.33206,635.1,1348.376
-22.509541,133.33196,636.2,1348.475
-22.510422,133.33186,637.4,1348.573
-22.511303,133.33176,637.1,1348.672
-22.512185,133.33166,637.4,1348.771
-22.513066,133.33156,636.8,1348.869
-22.513947,133.33146,637,1348.968
-22.514829,133.33136,637.2,1349.067
-22.51571,133.33126,637.3,1349.165
-22.516436,133.331176,638.3,1349.247
-22.517162,133.331092,639,1349.328
-22.517888,133.331008,639,1349.409
-22.518614,133.330924,639.2,1349.49
-22.51934,133.33084,641,1349.572
-22.52019,133.330743,640.6,1349.667
-22.52104,133.330646,640.2,1349.762
-22.52189,133.330549,641.2,1349.857
-22.52274,133.330452,641.5,1349.952
-22.52359,133.330355,641.4,1350.047
-22.52444,133.330258,641.6,1350.143
-22.52529,133.330162,642,1350.238
-22.52614,133.330065,641.9,1350.333
-22.52699,133.329968,641.8,1350.428
-22.52784,133.329871,643.7,1350.523
-22.52869,133.329774,643.2,1350.618
-22.52954,133.329677,643.2,1350.713
-22.53039,133.32958,643.6,1350.809
-22.53099,133.32951,644,1350.876
-22.53159,133.32944,643.9,1350.943
-22.532437,133.329344,643.6,1351.038
-22.533285,133.329248,645.7,1351.133
-22.534133,133.329151,645.9,1351.227
-22.53498,133.329055,645,1351.322
-22.535828,133.328959,645.7,1351.417
-22.536675,133.328863,646,1351.512
-22.537522,133.328766,646.6,1351.607
-22.53837,133.32867,648,1351.702
-22.539218,133.328574,650.2,1351.797
-22.540065,133.328477,649.7,1351.892
-22.540912,133.328381,649.3,1351.986
-22.54176,133.328285,650.4,1352.081
-22.542608,133.328189,650.9,1352.176
-22.543455,133.328093,653.2,1352.271
-22.544303,133.327996,654.5,1352.366
-22.54515,133.3279,655.2,1352.461
-22.5459,133.32781,655.3,1352.545
-22.54665,133.32772,656.8,1352.629
-22.547225,133.32767,658.6,1352.693
-22.5478,133.32762,660.7,1352.757
-22.54845,133.32762,662.9,1352.829
-22.5491,133.32762,663.2,1352.902
-22.549645,133.32766,661.7,1352.963
-22.55019,133.3277,659.6,1353.023
-22.55105,133.32784,659.1,1353.12
-22.55149,133.32791,657,1353.17
-22.55206,133.32804,656.2,1353.235
-22.55285,133.32827,656,1353.326
-22.553615,133.328515,656,1353.414
-22.55438,133.32876,655.5,1353.503
-22.555083,133.328983,653.7,1353.585
-22.555787,133.329207,651.9,1353.666
-22.55649,133.32943,650.7,1353.748
-22.557265,133.329675,649.8,1353.838
-22.55804,133.32992,648.7,1353.928
-22.55852,133.33007,648.5,1353.983
-22.559336,133.33033,649.8,1354.078
-22.560151,133.33059,649.4,1354.173
-22.560967,133.33085,648.8,1354.267
-22.561782,133.33111,647.5,1354.362
-22.562598,133.33137,648,1354.457
-22.563413,133.33163,648,1354.551
-22.564229,133.33189,648.2,1354.646
-22.565044,133.33215,647.3,1354.741
-22.56586,133.33241,647.9,1354.835
-22.56587,133.33241,647.9,1354.836
-22.56668,133.33267,648,1354.93
-22.56727,133.33285,648,1354.999
-22.567775,133.333015,647.7,1355.057
-22.56828,133.33318,647.5,1355.116
-22.569113,133.333444,647.7,1355.213
-22.569946,133.333709,649.5,1355.309
-22.570779,133.333973,649,1355.406
-22.571611,133.334237,648.6,1355.502
-22.572444,133.334501,647.3,1355.599
-22.573277,133.334766,647.7,1355.696
-22.57411,133.33503,648.7,1355.792
-22.574922,133.335288,649.5,1355.887
-22.575734,133.335546,649.3,1355.981
-22.576546,133.335804,649.7,1356.075
-22.577358,133.336062,650,1356.169
-22.57817,133.33632,649.9,1356.263
-22.57902,133.336587,649,1356.362
-22.57987,133.336853,650.2,1356.46
-22.58072,133.33712,650.9,1356.559
-22.58145,133.337355,650.8,1356.644
-22.58218,133.33759,651,1356.728
-22.582858,133.337805,650.7,1356.807
-22.583535,133.33802,650.8,1356.886
-22.584212,133.338235,651.6,1356.964
-22.58489,133.33845,651.1,1357.043
-22.585723,133.338713,650.1,1357.139
-22.586557,133.338977,651,1357.236
-22.58739,133.33924,651,1357.333
-22.588237,133.339507,650.6,1357.431
-22.589083,133.339773,650.7,1357.529
-22.58993,133.34004,651,1357.627
-22.590593,133.34025,651,1357.704
-22.591257,133.34046,651.9,1357.781
-22.59192,133.34067,652.9,1357.858
-22.59256,133.340873,653.6,1357.932
-22.5932,133.341077,654.7,1358.006
-22.59384,133.34128,655.8,1358.081
-22.59451,133.3415,656.4,1358.159
-22.59524,133.34173,657,1358.243
-22.59576,133.341895,656.6,1358.304
-22.59628,133.34206,656.3,1358.364
-22.5966,133.34216,656.3,1358.401
-22.59715,133.34234,655.9,1358.465
-22.597757,133.342533,654.6,1358.535
-22.598363,133.342727,654.1,1358.606
-22.59897,133.34292,654.3,1358.676
-22.59982,133.3432,654.2,1358.775
-22.600325,133.343365,654.2,1358.834
-22.60083,133.34353,653.5,1358.892
-22.60103,133.34359,653.2,1358.916
-22.60165,133.34379,652,1358.988
-22.60237,133.34402,651.7,1359.071
-22.60247,133.34405,651.7,1359.083
-22.602955,133.34419,651.4,1359.139
-22.60344,133.34433,651.1,1359.194
-22.603905,133.34444,651,1359.247
-22.60437,133.34455,650.9,1359.3
-22.60451,133.34457,650.9,1359.316
-22.60509,133.34466,650.7,1359.381
-22.60567,133.34475,650.1,1359.447
-22.60627,133.344795,650,1359.513
-22.60687,133.34484,649.7,1359.58
-22.60749,133.34485,649.5,1359.649
-22.60811,133.34486,649.7,1359.718
-22.60873,133.34487,649.8,1359.788
-22.609522,133.344882,650.5,1359.876
-22.610314,133.344894,651.1,1359.964
-22.611106,133.344906,651,1360.052
-22.611898,133.344918,650.4,1360.14
-22.61269,133.34493,650.5,1360.228
-22.613255,133.34494,651.3,1360.291
-22.61382,133.34495,651.8,1360.354
-22.614527,133.34496,652,1360.433
-22.615233,133.34497,652,1360.512
-22.61594,133.34498,652,1360.59
-22.616728,133.344993,651.7,1360.678
-22.617517,133.345007,652,1360.766
-22.618305,133.34502,652.2,1360.854
-22.619093,133.345033,652.6,1360.941
-22.619882,133.345047,653.5,1361.029
-22.62067,133.34506,653.2,1361.117
-22.621509,133.34507,654,1361.21
-22.622347,133.34508,654.8,1361.304
-22.623186,133.34509,654.9,1361.397
-22.624024,133.3451,654.3,1361.49
-22.624863,133.34511,653.3,1361.584
-22.625701,133.34512,654.1,1361.677
-22.62654,133.34513,654.3,1361.77
-22.62692,133.34513,654.9,1361.813
-22.62739,133.34516,655,1361.865
-22.62768,133.34518,655,1361.897
-22.62817,133.34522,655.6,1361.952
-22.6284,133.34524,655.8,1361.978
-22.62866,133.34528,655.8,1362.007
-22.62878,133.3453,655.8,1362.02
-22.62917,133.34536,656,1362.064
-22.62985,133.34548,655.6,1362.141
-22.63016,133.34555,655.5,1362.176
-22.63037,133.3456,655.4,1362.2
-22.6309,133.34573,656.2,1362.261
-22.63161,133.34594,657.6,1362.343
-22.63208,133.34611,657.8,1362.398
-22.63255,133.34628,656.8,1362.453
-22.63301,133.346475,656.9,1362.508
-22.63347,133.34667,656.6,1362.563
-22.634153,133.34696,657,1362.645
-22.634835,133.34725,658,1362.726
-22.635518,133.34754,657.6,1362.808
-22.6362,133.34783,657.4,1362.889
-22.63688,133.34812,657.8,1362.971
-22.63756,133.34841,657.8,1363.052
-22.637995,133.34859,657.1,1363.104
-22.63843,133.34877,657,1363.156
-22.63904,133.34903,657,1363.229
-22.63965,133.34929,657.4,1363.302
-22.63999,133.34943,657.7,1363.342
-22.64076,133.34976,658.7,1363.434
-22.64153,133.35009,659.1,1363.527
-22.6423,133.35042,659.7,1363.619
-22.64307,133.35075,659,1363.711
-22.64384,133.35108,659.8,1363.803
-22.64461,133.35141,660.4,1363.895
-22.64538,133.35174,660,1363.987
-22.64615,133.35207,660,1364.08
-22.64692,133.3524,661,1364.172
-22.647573,133.352678,661,1364.25
-22.648225,133.352955,661.9,1364.328
-22.648877,133.353232,662.2,1364.406
-22.64953,133.35351,661.2,1364.484
-22.64983,133.35363,661.1,1364.519
-22.65047,133.353905,661.4,1364.596
-22.65111,133.35418,662,1364.673
-22.651836,133.35449,661.9,1364.76
-22.652562,133.3548,662.2,1364.847
-22.653288,133.35511,663.1,1364.933
-22.654014,133.35542,662.8,1365.02
-22.65474,133.35573,662,1365.107
-22.65536,133.356,662.5,1365.181
-22.65598,133.35627,663.9,1365.256
